,id,unit,name,start,end,agency,acres,cause,start_year,end_year,intensity
924,ANF-3622,LOS ANGELES,STATION,2009-08-26,2009-10-16,USFS,160577.0,HUMAN,2009,2009,1.0
925,YNP-3660,MARIPOSA,BIG MEADOWS,2009-08-26,2009-09-10,USFS,7425.0,HUMAN,2009,2009,0.04623949880742572
926,BEU-2816,MONTEREY,BRYSON,2009-08-26,2009-08-29,CAL FIRE,3383.0,STRUCTURE (EX,2009,2009,0.021067774338790736
927,MCP-2601,SAN DIEGO,RIDGE,2009-08-26,2009-08-29,MIL,500.0,UI,2009,2009,0.0031137709634630117
929,BDF-11598,RIVERSIDE,COTTONWOOD,2009-08-27,2009-08-31,USFS,2409.0,UI,2009,2009,0.015002148501964789
930,LMU-4366,LASSEN,DAY,2009-08-27,2009-08-30,CAL FIRE,853.0,UNDETERMINED,2009,2009,0.005312093263667898
928,BEU-2830,MONTEREY,GLORIA,2009-08-27,2009-09-01,CAL FIRE,6437.0,EQUIPMENT,2009,2009,0.04008668738362281
931,SCU-3627,SANTA CLARA,PACHECO,2009-08-29,2009-08-30,CAL FIRE,1600.0,EQUIPMENT,2009,2009,0.009964067083081637
932,BDU-9598,SAN BERNARDINO,OAK GLEN III,2009-08-30,2009-09-08,CAL FIRE,1159.0,HUMAN,2009,2009,0.007217721093307261
933,NEU-18111,PLACER,FORTY NINE,2009-08-30,2009-09-01,CAL FIRE,311.0,ARSON,2009,2009,0.001936765539273993
934,BDU-9640,SAN BERNARDINO,PENDLETON,2009-08-31,2009-09-04,MIL,860.0,HUMAN,2009,2009,0.00535568605715638
935,LNU-6597,LAKE,OASIS,2009-09-07,2009-09-12,CAL FIRE,1500.0,OPEN/OUTDOORS,2009,2009,0.009341312890389034
936,RRU-82718,RIVERSIDE,VAIL,2009-09-19,2009-09-20,CAL FIRE,398.0,EQUIPMENT,2009,2009,0.0024785616869165573
937,PNF-961,PLUMAS,SILVER,2009-09-19,2009-09-21,USFS,307.0,UI,2009,2009,0.001911855371566289
938,VNC-54871,VENTURA,GUIBERSON,2009-09-22,2009-10-01,CALFIRE/CC,17500.0,UI,2009,2009,0.1089819837212054
939,BDU-10682,SAN BERNARDINO,CRAFTON,2009-09-23,2009-09-26,CALFIRE,347.0,UNDETERMINED,2009,2009,0.00216095704864333
940,SQF-3728,TULARE,POWER,2009-09-27,2009-09-29,USFS,326.0,UI,2009,2009,0.0020301786681778834
941,LNU-7321,YOLO,SIX (not in nfirs),2009-10-01,2009-10-01,LOCAL,1235.0,UI,2009,2009,0.007691014279753638
942,AFV-3254,VANDENBURG AFB,HIGHWAY,2009-10-01,2009-10-03,MIL,617.0,HUMAN,2009,2009,0.0038423933689133564
943,BDF-13278,SAN BERNARDINO,SHEEP,2009-10-03,2009-10-10,USFS,7128.0,UI,2009,2009,0.04438991885512869
944,HIA-0221,HUMBOLDT,MILL CREEK #4,2009-10-07,2009-10-17,BIA,2750.0,UI,2009,2009,0.017125740299046562
945,CZU-9867,SANTA CRUZ,LOMA,2009-10-25,2009-10-27,CAL FIRE,485.0,UNDETERMINED,2009,2009,0.003020357834559121
946,SLU-8148,SAN  LUIS OBISPO,HERNRICK VMP,2009-11-14,2009-11-14,CAL FIRE,600.0,DEBRIS,2009,2009,0.0037365251561556137
947,MNF-1745,GLENN,DOE,2009-11-28,2009-11-29,USFS,550.0,HUMAN,2009,2009,0.0034251480598093127
